gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,gene_symbol
ENSG00000004700,338.0287099245922,0.8337236803499845,0.3975714097888545,0,1,1,No,RECQL
ENSG00000004766,356.98808531172125,0.3604293357085211,0.42232463528439973,0,1,1,No,VPS50
ENSG00000004776,24.08212826929882,-1.2972523860811536,0.8031263815340896,-0.37011906583538917,0.7112937767995089,1,No,HSPB6
ENSG00000004777,121.42279895883294,-0.32305433704928016,0.8194317098720841,-0,1,1,No,ARHGAP33
ENSG00000004779,613.8523352584688,-0.11106630577160306,0.30818910934397503,-0,1,1,No,NDUFAB1
ENSG00000004799,594.1588115243397,0.1110121078082441,0.5939871630719424,0,1,1,No,PDK4
ENSG00000004864,462.6117020565283,-0.3850383378230282,0.3211151648108856,-0,1,1,No,SLC25A13
ENSG00000004866,152.96935631597444,0.33625275014484707,0.3658290316453048,0,1,1,No,ST7/ST7-OT3
ENSG00000004897,524.0822860497383,0.5865751502254848,0.44551413573732424,0,1,1,No,CDC27
ENSG00000004961,502.74467752310113,-0.0949971978462861,0.3930884707045294,-0,1,1,No,HCCS
ENSG00000004975,251.7056814270244,-0.0807871645669285,0.2562916537720608,-0,1,1,No,DVL2
ENSG00000005001,231.1099894512297,1.8982720793937682,1.0456534449960677,0.8590533352062415,0.39031109108717466,1,No,PRSS22
ENSG00000005007,1838.2354464628256,-0.527395423277917,0.42728535625360525,-0,1,1,No,UPF1
ENSG00000005020,602.6126303973582,-0.04618741037221744,0.32064858431366217,-0,1,1,No,SKAP2
ENSG00000005022,10980.067196781469,-0.775349477179122,0.4888524226013954,-0,1,1,No,SLC25A5
ENSG00000005059,227.00032049660575,1.9906315992733152,0.7389854845002336,1.3405291714806369,0.180073366919546,1,No,MCUB
ENSG00000005073,48.019896840814006,-0.1608943686031126,0.6805926913281296,-0,1,1,No,HOXA11
ENSG00000005075,709.6989265776856,-0.5892642881436169,0.37490474505861493,-0,1,1,No,POLR2J
ENSG00000005100,168.37779908935207,0.10748798389470986,0.33360150595135823,0,1,1,No,DHX33
ENSG00000005102,84.68835110770354,3.0844876560712344,0.7897999838123814,2.639260190927541,0.0083087183938137,0.3919574957445296,No,MEOX1
ENSG00000005108,13.868663495590816,0.11377442764036963,1.097025818120704,0,1,1,No,THSD7A
ENSG00000005156,247.2234709565255,0.17880515768659758,0.36574413237284015,0,1,1,No,LIG3
ENSG00000005175,155.69351008963932,0.3235542162755486,0.4911561943337582,0,1,1,No,RPAP3
ENSG00000005187,358.60045178024615,-0.005798949009642745,0.42293393655382416,-0,1,1,No,ACSM3
ENSG00000005189,33.987518037848396,-0.6396143683103697,0.7061633435820113,-0,1,1,No,REXO5
ENSG00000005194,385.73950782436987,-0.09873708024315084,0.37706193730092336,-0,1,1,No,CIAPIN1
ENSG00000005206,1849.9307637316733,-1.044151228226333,0.3574745972186825,-0.12350871522018611,0.9017042733840135,1,No,SPPL2B
ENSG00000005238,989.7331105843097,0.628382419573024,0.4452262497816212,0,1,1,No,ATOSB
ENSG00000005243,21.69799066101694,0.8246893382261673,0.6820213935016104,0,1,1,No,COPZ2
ENSG00000005249,325.93871870825114,1.8901365858534227,0.6852079626638095,1.2990750755331772,0.1939181657939481,1,No,PRKAR2B
ENSG00000005302,449.387550577854,0.17957738215580774,0.2246051678914613,0,1,1,No,MSL3
ENSG00000005339,909.1761448059023,-0.49581616054795585,0.4468685671864215,-0,1,1,No,CREBBP
ENSG00000005379,163.85797751505928,-0.019832304441121308,0.28622307514778506,-0,1,1,No,TSPOAP1
ENSG00000005436,134.6554836368539,-0.339297701196394,0.48717266951274113,-0,1,1,No,GCFC2
ENSG00000005448,53.195230189985665,0.9790971098916093,0.509567471355757,0,1,1,No,WDR54
ENSG00000005469,350.2896102094117,-0.6134876604372883,0.6892917552840367,-0,1,1,No,CROT
ENSG00000005471,21.026447536828044,-0.5849905265750963,0.5581961433255772,-0,1,1,No,ABCB4
ENSG00000005483,1391.5082569652054,-0.08264915618389213,0.3643219615682523,-0,1,1,No,KMT2E
ENSG00000005486,903.920798564891,-0.5297294379637374,0.5016820994083186,-0,1,1,No,RHBDD2
ENSG00000005513,98.46748809168456,-0.12363526107945473,1.2756316682628184,-0,1,1,No,SOX8
ENSG00000005700,712.4922382537441,0.3530758707162285,0.31386709604029733,0,1,1,No,IBTK
ENSG00000005801,470.48374687667365,-0.30162655121942583,0.31345187414238274,-0,1,1,No,ZNF195
ENSG00000005810,462.16044562530755,0.669876848522237,0.44800020022839926,0,1,1,No,MYCBP2
ENSG00000005812,1067.88609777802,-0.6983304205464471,0.3781508665296171,-0,1,1,No,FBXL3
ENSG00000005844,643.2058866555295,0.6440015169198526,0.5674308280509515,0,1,1,No,ITGAL
ENSG00000005882,825.825350340245,-1.7662496308821078,0.5249483339607419,-1.459666754441803,0.14438168311666072,1,No,PDK2
ENSG00000005884,3757.9862977291054,-0.12956936658274146,0.4498550027319479,-0,1,1,No,ITGA3
ENSG00000005889,423.9172458139662,0.1528442522869387,0.3309550247203166,0,1,1,No,ZFX
ENSG00000005893,1440.511225094768,0.08756524905174701,0.33185587242932724,0,1,1,No,LAMP2
ENSG00000006007,2179.1380938029774,-0.09022870774282772,0.3980898399809095,-0,1,1,No,GDE1
ENSG00000006015,353.2241007630801,0.2612574979825899,0.36876263301992174,0,1,1,No,REX1BD
ENSG00000006025,1076.8986992472674,-0.4980552189222501,0.3296681633125404,-0,1,1,No,OSBPL7
ENSG00000006042,1095.112620840235,-1.1001311531788793,0.4444527091726016,-0.22529090522428058,0.8217529744032273,1,No,TMEM98
ENSG00000006047,746.4217736262675,-1.051100993958236,0.6032965841924649,-0.08470293931240583,0.9324975591346256,1,No,YBX2
ENSG00000006062,456.34912140163243,0.0030667215332207736,0.40035164919090016,0,1,1,No,MAP3K14
ENSG00000006071,16.278490541451802,-0.7036771236954236,1.004569655439916,-0,1,1,No,ABCC8
ENSG00000006118,359.654726988361,3.835660440970348,0.9181687673201393,3.088386952266733,0.002012462438761144,0.161040401416091,No,TMEM132A
ENSG00000006125,2415.791918589845,0.28609695191112444,0.2869680185856239,0,1,1,No,AP2B1
ENSG00000006194,316.8140897673146,0.1547782562443852,0.23689185966640441,0,1,1,No,ZNF263
ENSG00000006210,348.24216657379293,3.5557228005987964,0.8370562952266513,3.053226903821061,0.002263946832329659,0.17476359824277007,No,CX3CL1
ENSG00000006282,1153.494042185989,-0.3437118649610204,0.26728028768195095,-0,1,1,No,SPATA20
ENSG00000006327,290.91469044844706,2.7669806406534407,0.6915046454519836,2.5552693713264945,0.010610564952984953,0.458833249737759,No,TNFRSF12A
ENSG00000006432,199.81357455579936,-0.17997057159092764,0.4260011345751882,-0,1,1,No,MAP3K9
ENSG00000006451,1161.7764373028801,0.04961549304222288,0.2750713662080055,0,1,1,No,RALA
ENSG00000006453,2713.0514574282643,0.4583617818183578,0.5172194534054911,0,1,1,No,BAIAP2L1
ENSG00000006459,970.8341058702515,0.6838899537208943,0.3647669733926394,0,1,1,No,KDM7A
ENSG00000006468,31.843654596520654,0.5808084729954477,0.6379144231199745,0,1,1,No,ETV1
ENSG00000006530,169.891779210135,0.5129558664873023,0.42073334729797174,0,1,1,No,AGK
ENSG00000006534,224.46956080304824,0.2933788812693124,0.48722643969001966,0,1,1,No,ALDH3B1
ENSG00000006555,2696.1964518050395,-0.6641089809006665,0.6180060940182718,-0,1,1,No,TTC22
ENSG00000006576,296.6587140271539,-0.35171317486558834,0.318889882398458,-0,1,1,No,PHTF2
ENSG00000006607,1223.8828538726473,-0.509358765853001,0.2583232785721319,-0,1,1,No,FARP2
ENSG00000006611,3635.2521820726433,-1.0433832566671062,0.4507285175008898,-0.09625141295174548,0.9233208986943352,1,No,USH1C
ENSG00000006625,317.857140710944,0.19640927786236564,0.45214983219781557,0,1,1,No,GGCT
ENSG00000006634,121.8701734148915,-0.016115106631215122,0.6247414346296272,-0,1,1,No,DBF4
ENSG00000006638,16.98862360759225,0.463464532364865,0.7112385167884153,0,1,1,No,TBXA2R
ENSG00000006652,572.6554537622469,0.31214080932368043,0.4833222678828937,0,1,1,No,IFRD1
ENSG00000006695,223.0376666619649,0.03221416066496783,0.3756202600310689,0,1,1,No,COX10
ENSG00000006704,121.24735177632266,0.3764131445849866,0.8100854896351256,0,1,1,No,GTF2IRD1
ENSG00000006712,589.2356284167324,-0.041134739081109185,0.24462257855790462,-0,1,1,No,PAF1
ENSG00000006715,553.736712318515,0.02370784878494088,0.4613383605318814,0,1,1,No,VPS41
ENSG00000006740,628.8203706241216,-0.6476411211111821,0.4307245054342334,-0,1,1,No,ARHGAP44
ENSG00000006744,522.2386133118616,-0.04811824601606851,0.3274112986165239,-0,1,1,No,ELAC2
ENSG00000006747,1913.4306071034357,-1.2626463699449597,0.5899897114343622,-0.44517110189332476,0.6561961087835932,1,No,SCIN
ENSG00000006756,792.5420133075124,0.2138741499072659,0.2989820598945159,0,1,1,No,ARSD
ENSG00000006757,185.91352520916618,-0.11673963770384978,0.5300710487998321,-0,1,1,No,PNPLA4
ENSG00000006831,2410.121036497112,-0.5229393877911649,0.35577093464570086,-0,1,1,No,ADIPOR2
ENSG00000006837,5.668219186364888,1.1347699391725299,1.0047796126258153,0.13412885520271683,0.8933006826493851,1,No,CDKL3
ENSG00000007038,10.191918815394986,-0.15633339390890552,1.4041157850842634,-0,1,1,No,PRSS21
ENSG00000007047,140.84704399191975,0.43505427399112134,0.40280042190419035,0,1,1,No,MARK4
ENSG00000007062,2252.244076705686,-1.4920745305242842,0.7482985005426298,-0.6575912288578095,0.5108008321676372,1,No,PROM1
ENSG00000007080,321.2237758646273,0.32299978458891754,0.32186555527639704,0,1,1,No,CCDC124
ENSG00000007129,31.457321881116084,1.672523625484695,0.6524770891773005,1.0307237397908804,0.3026703888252601,1,No,CEACAM21
ENSG00000007168,2181.839326501811,-0.3148144918052759,0.31310677657926744,-0,1,1,No,PAFAH1B1
ENSG00000007171,9106.92749246308,5.6845097539555,1.1191129487525804,4.185913279957211,2.840217783073969e-5,0.008234195391512253,Sí,NOS2
ENSG00000007174,32.69798158864473,-0.19043440980632892,1.2812355344962023,-0,1,1,No,DNAH9
ENSG00000007202,1982.4572481679993,-0.3108254829282633,0.3495939195722115,-0,1,1,No,BLTP2
ENSG00000007216,650.454713652829,-3.5922865521038285,0.8801678199494819,-2.945218506457797,0.0032272665955740115,0.2208372427542788,No,SLC13A2
ENSG00000007237,124.08715746067422,1.1032166127044196,0.5584767904313284,0.18481808818716053,0.8533717199440415,1,No,GAS7
ENSG00000007255,144.486004342371,-0.31884840720350505,0.40704371527029104,-0,1,1,No,TRAPPC6A
ENSG00000007264,59.122319236901696,0.531019203488035,0.3608968085346995,0,1,1,No,MATK
ENSG00000007306,75311.45369920324,-0.8450070863590019,0.7638605370683664,-0,1,1,No,CEACAM7
ENSG00000007312,261.7129589121775,-0.3165204145572599,0.9411544712303013,-0,1,1,No,CD79B
ENSG00000007341,123.74919173345866,-0.2495919776491652,0.3003078383958204,-0,1,1,No,ST7L
ENSG00000007372,6.931427806997215,-1.717550414062343,1.1465064612240563,-0.6258581511143491,0.5314079857786791,1,No,PAX6
ENSG00000007376,234.14247428172456,-0.2571877969998821,0.3059915488287972,-0,1,1,No,RPUSD1
ENSG00000007384,834.4172354839793,-0.42356153309987304,0.5004485290452344,-0,1,1,No,RHBDF1
ENSG00000007392,878.6921784399384,-0.8027094795585484,0.5522150772562331,-0,1,1,No,LUC7L
ENSG00000007402,19.27841992158418,-0.5580845327120868,0.6878148580386896,-0,1,1,No,CACNA2D2
ENSG00000007516,109.00785084649758,-1.5217101002302895,0.3260757859257667,-1.5999657832583136,0.10960617430599723,1,No,BAIAP3
ENSG00000007520,475.5409068440073,-0.4022323685388017,0.41624325778603277,-0,1,1,No,TSR3
ENSG00000007541,511.8065540766382,-0.01920648593622839,0.4704031906536889,-0,1,1,No,PIGQ
ENSG00000007545,363.85388411484917,-0.16003794978329763,0.3052951365041703,-0,1,1,No,CRAMP1
ENSG00000007866,594.3158765887791,-0.25379906701129545,0.28335990395898825,-0,1,1,No,TEAD3
ENSG00000007908,139.46417873322468,5.831714562720188,1.1566847460551406,4.177209545815048,2.9510713781767003e-5,0.008234195391512253,Sí,SELE
ENSG00000007923,834.7659869932806,-0.5185493786886155,0.2919783039742625,-0,1,1,No,DNAJC11
ENSG00000007944,518.1436572202218,-1.1524370102271821,0.5929385979010737,-0.2570873455814641,0.7971113460828821,1,No,MYLIP
ENSG00000007952,913.8690463828727,-0.36143839497809727,0.5027831373624679,-0,1,1,No,NOX1
ENSG00000007968,263.5192212411561,-0.1960795919619603,0.3137297598676815,-0,1,1,No,E2F2
ENSG00000008018,1376.7005789803204,0.13286288099540308,0.2805960059103546,0,1,1,No,PSMB1
ENSG00000008056,7.973320940148614,0.7075889502070849,1.1333034875397296,0,1,1,No,SYN1
ENSG00000008083,208.74500261785667,0.6290744077720244,0.2725907201579397,0,1,1,No,JARID2
ENSG00000008086,95.56979133172692,0.6282823052879961,0.37717010563904735,0,1,1,No,CDKL5
ENSG00000008118,7.792602649658718,3.4553733457086477,1.446512067561347,1.6974440799848458,0.0896127348197213,1,No,CAMK1G
ENSG00000008128,1398.1882993070108,-0.6522463666193049,0.41782558194090513,-0,1,1,No,CDK11A
ENSG00000008130,2518.828030369392,-0.47817945809017803,0.35896517379639187,-0,1,1,No,NADK
ENSG00000008226,40.95211112736236,-0.9332301055932181,0.6320280606263423,-0,1,1,No,DLEC1
ENSG00000008256,306.40109067658176,-0.6746197755247331,0.539973990354886,-0,1,1,No,CYTH3
ENSG00000008277,31.220434869381574,-0.1903316289822364,0.8870253774742868,-0,1,1,No,ADAM22
ENSG00000008282,991.9998097336427,0.35725524606904924,0.33037751209957594,0,1,1,No,SYPL1
ENSG00000008283,1054.0952674441464,0.6459447308873082,0.37401205309476904,0,1,1,No,CYB561
ENSG00000008294,1740.51564245367,0.13045257776243974,0.42487578175849233,0,1,1,No,SPAG9
ENSG00000008300,42.6437541391769,0.5960892230187425,0.6846463862401874,0,1,1,No,CELSR3
ENSG00000008311,127.89103387207048,0.9744271393032878,0.560757909351396,0,1,1,No,AASS
ENSG00000008323,2485.884591563748,-1.4370003708639063,0.6426038940126888,-0.6800462538984822,0.49647517405530156,1,No,PLEKHG6
ENSG00000008324,144.49997194833858,0.036207433848714714,0.3104250139892643,0,1,1,No,SS18L2
ENSG00000008382,536.3876705699197,-1.1056916337161893,0.4473048016858215,-0.23628548881624817,0.8132111464256706,1,No,MPND
ENSG00000008394,1858.0051582104131,0.06908110702441661,0.5450954847076291,0,1,1,No,MGST1
ENSG00000008405,249.2932357867516,0.17532274812435245,0.36852281502478024,0,1,1,No,CRY1
ENSG00000008441,219.9889825397208,0.0831361484335865,0.5956574063756332,0,1,1,No,NFIX
ENSG00000008513,480.26916826771753,2.3280592949881407,0.6294441929971136,2.109892044065979,0.03486765570109391,0.9453739857070179,No,ST3GAL1
ENSG00000008516,162.86255118128716,3.197015696851947,0.7466596299571043,2.9424594670776107,0.003256164091244734,0.2211304667419488,No,MMP25
ENSG00000008517,9128.309663751355,-0.42617983769870504,0.7134258247775752,-0,1,1,No,IL32
ENSG00000008710,766.2820741733075,-0.07201019272896361,0.31125699071478724,-0,1,1,No,PKD1
ENSG00000008735,17.053439907979758,-0.5736101992332907,0.648769897501039,-0,1,1,No,MAPK8IP2
ENSG00000008838,758.8570423638282,0.07321882448633811,0.31290091319386393,0,1,1,No,MED24
ENSG00000008853,80.02118987831659,0.6108490155084907,0.5968022869837757,0,1,1,No,RHOBTB2
ENSG00000008869,546.7746414943081,-0.4874464499987079,0.3802688870287954,-0,1,1,No,HEATR5B
ENSG00000008952,1306.955611564233,-0.15414905684963942,0.36454910700385545,-0,1,1,No,SEC62
ENSG00000008988,4272.579953773286,0.26070526091934,0.291109880830546,0,1,1,No,RPS20
ENSG00000009307,5394.8537406837995,0.05597090160485351,0.3109048302449533,0,1,1,No,CSDE1
ENSG00000009335,779.2024146686292,0.11833797836456175,0.3181653661436883,0,1,1,No,UBE3C
ENSG00000009413,241.80481647504962,-0.3614090908663064,0.3684197271836275,-0,1,1,No,REV3L
ENSG00000009694,5.638665080031335,-0.2827756250840538,1.0080232305282384,-0,1,1,No,TENM1
ENSG00000009765,361.38416920362323,-0.8076930452314606,0.5835388854824881,-0,1,1,No,IYD
ENSG00000009780,163.92348403772064,-0.18688343736240712,0.4437507391846665,-0,1,1,No,FAM76A
ENSG00000009790,348.40416395905197,0.5050792600198531,0.5324571844353932,0,1,1,No,TRAF3IP3
ENSG00000009830,316.0213551938884,-0.4938929419194732,0.38033663378862237,-0,1,1,No,POMT2
ENSG00000009844,872.4242452829883,-0.46933998378743497,0.37314216813591417,-0,1,1,No,VTA1
ENSG00000009950,86.67666050303373,-0.8730783636659377,0.7810426673437274,-0,1,1,No,MLXIPL
ENSG00000009954,739.9543522278765,0.13938785661430675,0.30489652741974793,0,1,1,No,BAZ1B
ENSG00000010017,627.5450415705276,-0.1954719368552119,0.2960925900209084,-0,1,1,No,RANBP9
ENSG00000010030,206.87496519447998,2.7082093998096073,0.7707750269396532,2.2162230743152365,0.026676228350916487,0.8067514038172067,No,ETV7
ENSG00000010072,114.94974882120073,0.2712092157832127,0.45020339707318574,0,1,1,No,SPRTN
ENSG00000010165,355.17500991373237,0.029230375527251967,0.27977549200460844,0,1,1,No,METTL13
ENSG00000010219,116.01699263638051,0.2668282876090102,0.4256724737758434,0,1,1,No,DYRK4
ENSG00000010244,2192.0756622669146,0.22179585922803793,0.2783226011940112,0,1,1,No,ZNF207
ENSG00000010256,5235.32282024778,-0.68372849927504,0.36737009248322366,-0,1,1,No,UQCRC1
ENSG00000010270,271.0040393866003,0.3156004715450155,0.35773438768099386,0,1,1,No,STARD3NL
ENSG00000010278,5820.628702830039,-0.8097337621932361,0.3135495473227331,-0,1,1,No,CD9
ENSG00000010292,653.8125402339693,-0.5376947557364957,0.4644322709703352,-0,1,1,No,NCAPD2
ENSG00000010295,185.7450491181415,1.232206107248595,0.44147634950421194,0.5259763235547449,0.5989046575016274,1,No,IFFO1
ENSG00000010310,254.57507186075344,-0.34302235399339986,0.5452431786647279,-0,1,1,No,GIPR
ENSG00000010318,76.31883199784147,-0.7327922604832797,0.5567995603326749,-0,1,1,No,PHF7
ENSG00000010319,56.491619790619865,1.1909603114120169,1.0046811992796494,0.19007055327494363,0.849253844512195,1,No,SEMA3G
ENSG00000010322,1044.0486416219742,-0.2808576656730388,0.27140011594906516,-0,1,1,No,NISCH
ENSG00000010327,752.1662553741137,0.14866910440492392,0.5216096004796353,0,1,1,No,STAB1
ENSG00000010361,64.32175867253747,0.10097498987928605,0.5045339101628553,0,1,1,No,FUZ
ENSG00000010404,1643.639577659645,-0.3048099609242177,0.4311764480735766,-0,1,1,No,IDS
ENSG00000010438,2586.016759718182,-0.8964382546021938,0.47574827332295405,-0,1,1,No,PRSS3
ENSG00000010539,108.90246362149284,0.3025356399995186,0.3576837090554414,0,1,1,No,ZNF200
ENSG00000010610,484.25395790562237,1.7160148430354696,0.5010800004024957,1.4289431676784667,0.1530205688266668,1,No,CD4
ENSG00000010626,34.22609538075918,-0.4270022354159789,0.47233363242310134,-0,1,1,No,LRRC23
ENSG00000010671,166.68386803189844,0.6239750975427489,0.6451189588667184,0,1,1,No,BTK
ENSG00000010704,95.35191667672935,0.34022599814615195,0.3167068825862237,0,1,1,No,HFE
ENSG00000010803,268.07777773852536,0.07076572840789765,0.27452752279723397,0,1,1,No,SCMH1
ENSG00000010810,353.4517273117982,1.040545752791004,0.37263348460598306,0.10880866713810351,0.9133542492563557,1,No,FYN
ENSG00000010818,388.72004683560334,1.5195752435960905,0.33806643464987124,1.5369027810590081,0.12431711839022688,1,No,HIVEP2
ENSG00000011007,647.9921792011605,0.1489127181313743,0.2635867650499524,0,1,1,No,ELOA
ENSG00000011009,1873.4517756092741,-0.5432094995339387,0.49664607398585314,-0,1,1,No,LYPLA2
ENSG00000011021,413.1445855567019,-0.6349919836745119,0.2519776079884744,-0,1,1,No,CLCN6
ENSG00000011028,301.39440725053163,2.496060488423155,0.5672614889476214,2.6373383661186547,0.008355943632049544,0.39319240047938925,No,MRC2
ENSG00000011052,11.83635313276661,-0.06362485912864445,1.1190068812978486,-0,1,1,No,NME1-NME2
ENSG00000011083,278.3708431771692,-1.740620324764912,0.3544411628006806,-2.0895437733946225,0.03665880187507717,0.9713802522387469,No,SLC6A7
ENSG00000011105,170.4241090339919,1.7119479811016882,0.5334733946640705,1.3345519912009924,0.18202301980669067,1,No,TSPAN9
ENSG00000011114,517.4156756705496,-0.20864227821226164,0.3409545071515485,-0,1,1,No,BTBD7
ENSG00000011132,213.3998213882423,0.34248772980553943,0.30797634613406244,0,1,1,No,APBA3
ENSG00000011143,125.28795526155092,-0.0692259753171103,0.4858502616775266,-0,1,1,No,MKS1
ENSG00000011198,860.5552804191404,0.09379339657207737,0.5901669458733848,0,1,1,No,ABHD5
ENSG00000011201,38.677290778655404,-0.22235169371306054,1.0651357178891374,-0,1,1,No,ANOS1
ENSG00000011243,962.9218389699364,-0.48817427205975983,0.44109467946104663,-0,1,1,No,AKAP8L
ENSG00000011258,291.07925166054645,-0.43841602456421236,0.37076694149188894,-0,1,1,No,MBTD1
ENSG00000011260,166.07183329100766,0.38511958425938697,0.3810731814257336,0,1,1,No,UTP18
ENSG00000011275,314.11779962045205,0.30006491593719453,0.2666153877531504,0,1,1,No,RNF216
ENSG00000011295,647.1807790017672,-0.1529408060543471,0.4104616799516938,-0,1,1,No,TTC19
ENSG00000011304,2515.952782701275,-0.17373474288927737,0.2801627287940068,-0,1,1,No,PTBP1
ENSG00000011347,191.01465290681296,-0.21381405101659703,0.49022775676639757,-0,1,1,No,SYT7
ENSG00000011376,317.75640248048103,0.4919840627525397,0.46018254971031114,0,1,1,No,LARS2
ENSG00000011405,655.8304256001983,0.2740932443088212,0.37458020358659133,0,1,1,No,PIK3C2A
ENSG00000011422,2139.0231807255973,1.4619393626430632,0.6236077517061502,0.740753079767253,0.4588431690117775,1,No,PLAUR
ENSG00000011426,107.66987355098163,-0.24575398132796086,0.8602798611121578,-0,1,1,No,ANLN
